,period,duoarea,area-name,product,product-name,process,process-name,series,series-description,value,units
962,2009,SOK,USA-OK,EPG0,Natural Gas,PG1,City Gate Price,N3050OK3,Natural Gas Citygate Price in Oklahoma (Dollars per Thousand Cubic Feet),7.15,$/MCF
963,2009,SFL,FLORIDA,EPG0,Natural Gas,PG1,City Gate Price,N3050FL3,Natural Gas Citygate Price in Florida (Dollars per Thousand Cubic Feet),5.76,$/MCF
964,2009,NUS,U.S.,EPG0,Natural Gas,PIN,Industrial Price,N3035US3,United States Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),5.33,$/MCF
965,2009,SNV,USA-NV,EPG0,Natural Gas,PEU,Electric Power Price,N3045NV3,Nevada Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),5.5,$/MCF
966,2009,SWY,USA-WY,EPG0,Natural Gas,PIN,Industrial Price,N3035WY3,Wyoming Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),5.79,$/MCF
967,2009,SLA,USA-LA,EPG0,Natural Gas,PG1,City Gate Price,N3050LA3,Natural Gas Citygate Price in Louisiana (Dollars per Thousand Cubic Feet),5.96,$/MCF
968,2009,SUT,USA-UT,EPG0,Natural Gas,PEU,Electric Power Price,N3045UT3,Utah Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),,$/MCF
969,2009,SNC,USA-NC,EPG0,Natural Gas,PG1,City Gate Price,N3050NC3,Natural Gas Citygate Price in North Carolina (Dollars per Thousand Cubic Feet),6.44,$/MCF
970,2009,SAZ,USA-AZ,EPG0,Natural Gas,PEU,Electric Power Price,N3045AZ3,Arizona Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),4.16,$/MCF
971,2009,SWV,USA-WV,EPG0,Natural Gas,PIN,Industrial Price,N3035WV3,West Virginia Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),5.55,$/MCF
972,2009,SRI,USA-RI,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035RI4,Percent of Industrial Natural Gas Deliveries in Rhode Island Represented by the Price (%),9.2,%
973,2009,SOR,USA-OR,EPG0,Natural Gas,PG1,City Gate Price,N3050OR3,Natural Gas Citygate Price in Oregon (Dollars per Thousand Cubic Feet),7.79,$/MCF
974,2009,SUT,USA-UT,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020UT3,Utah Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),7.57,$/MCF
975,2009,SRI,USA-RI,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020RI4,Percent of Commercial Natural Gas Deliveries in Rhode Island Represented by the Price (%),68.0,%
976,2009,SMA,MASSACHUSETTS,EPG0,Natural Gas,PEU,Electric Power Price,N3045MA3,Massachusetts Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),4.93,$/MCF
977,2009,SWI,USA-WI,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035WI4,Percent of Industrial Natural Gas Deliveries in Wisconsin Represented by the Price (%),18.1,%
978,2009,SPA,USA-PA,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035PA4,Percent of Industrial Natural Gas Deliveries in Pennsylvania Represented by the Price (%),4.5,%
979,2009,SWV,USA-WV,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035WV4,Percent of Industrial Natural Gas Deliveries in West Virginia Represented by the Price (%),17.4,%
980,2009,SCA,CALIFORNIA,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035CA4,Percent of Industrial Natural Gas Deliveries in California Represented by the Price (%),4.7,%
981,2009,SMI,USA-MI,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035MI4,Percent of Industrial Natural Gas Deliveries in Michigan Represented by the Price (%),11.8,%
982,2009,SOK,USA-OK,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020OK4,Percent of Commercial Natural Gas Deliveries in Oklahoma Represented by the Price (%),46.4,%
983,2009,SGA,USA-GA,EPG0,Natural Gas,PIN,Industrial Price,N3035GA3,Georgia Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),6.21,$/MCF
984,2009,SWV,USA-WV,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020WV3,West Virginia Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),14.24,$/MCF
985,2009,SSC,USA-SC,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020SC4,Percent of Commercial Natural Gas Deliveries in South Carolina Represented by the Price (%),93.5,%
986,2009,SOK,USA-OK,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020OK3,Oklahoma Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),10.59,$/MCF
987,2009,SKY,USA-KY,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020KY3,Kentucky Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),10.89,$/MCF
988,2009,SNH,USA-NH,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020NH4,Percent of Commercial Natural Gas Deliveries in New Hampshire Represented by the Price (%),53.9,%
989,2009,SVT,USA-VT,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010VT3,Vermont Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),17.29,$/MCF
990,2009,SAR,USA-AR,EPG0,Natural Gas,PIN,Industrial Price,N3035AR3,Arkansas Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),8.44,$/MCF
991,2009,SNJ,USA-NJ,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020NJ3,New Jersey Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),10.2,$/MCF
992,2009,SIN,USA-IN,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020IN4,Percent of Commercial Natural Gas Deliveries in Indiana Represented by the Price (%),73.9,%
993,2009,SGA,USA-GA,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020GA4,Percent of Commercial Natural Gas Deliveries in Georgia Represented by the Price (%),100.0,%
994,2009,SAR,USA-AR,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010AR3,Arkansas Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),13.39,$/MCF
995,2009,SLA-Z00,USA-LA,EPG0,Natural Gas,PEX,Exports (Price),NGA_EPG0_PEX_SLA-Z00_DMCF,Louisiana Natural Gas Exports (Price) From All Countries (Dollars per Thousand Cubic Feet),,$/MCF
996,2009,SVA,USA-VA,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SVA_3,Virginia Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),6.77,$/MCF
997,2009,SLA,USA-LA,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SLA_3,Louisiana Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),8.58,$/MCF
998,2009,SWY,USA-WY,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SWY_3,Wyoming Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),5.79,$/MCF
999,2009,SOK,USA-OK,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SOK_3,Oklahoma Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),9.69,$/MCF
1000,2009,SKS,USA-KS,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SKS_4,Kansas Natural Gas % of Total Residential - Sales (%),100.0,%
1001,2009,SND,USA-ND,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SND_3,North Dakota Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),8.69,$/MCF
1002,2009,SKS,USA-KS,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SKS_3,Kansas Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),,$/MCF
1003,2009,SID,USA-ID,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SID_3,Idaho Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),9.33,$/MCF
1004,2009,SCA,CALIFORNIA,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SCA_3,California Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),7.61,$/MCF
1005,2009,SND,USA-ND,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SND_4,North Dakota Natural Gas % of Total Residential - Sales (%),100.0,%
1006,2009,SMN,MINNESOTA,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SMN_4,Minnesota Natural Gas % of Total Residential - Sales (%),100.0,%
1007,2009,SAK-Z00,USA-AK,EPG0,Natural Gas,PEX,Exports (Price),NA1284_SAK_3,Price of Alaska Natural Gas Exports (Dollars per Thousand Cubic Feet),8.59,$/MCF
1008,2009,SWY,USA-WY,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SWY_4,Wyoming Natural Gas % of Total Residential - Sales (%),77.8,%
1009,2009,SIN,USA-IN,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SIN_4,Indiana Natural Gas % of Total Residential - Sales (%),93.6,%
1010,2009,SMT,USA-MT,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SMT_4,Montana Natural Gas % of Total Residential - Sales (%),99.8,%
1011,2009,SMT-Z00,USA-MT,EPG0,Natural Gas,PM0,Imports Price,NA1274_SMT_3,Montana Natural Gas Imports Price (Dollars per Thousand Cubic Feet),3.88,$/MCF
1012,2009,SVT-Z00,USA-VT,EPG0,Natural Gas,PM0,Imports Price,NA1274_SVT_3,Vermont Natural Gas Imports Price (Dollars per Thousand Cubic Feet),6.34,$/MCF
1013,2009,STX,TEXAS,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_STX_3,Texas Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),3.81,$/MCF
1014,2009,SDE,USA-DE,EPG0,Natural Gas,PG1,City Gate Price,N3050DE3,Natural Gas Citygate Price in Delaware (Dollars per Thousand Cubic Feet),6.54,$/MCF
1015,2009,STN,USA-TN,EPG0,Natural Gas,PIN,Industrial Price,N3035TN3,Tennessee Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),7.09,$/MCF
1016,2009,SMT,USA-MT,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035MT4,Percent of Industrial Natural Gas Deliveries in Montana Represented by the Price (%),1.1,%
1017,2009,SCA,CALIFORNIA,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020CA4,Percent of Commercial Natural Gas Deliveries in California Represented by the Price (%),54.9,%
1018,2009,SKY,USA-KY,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010KY3,Kentucky Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.97,$/MCF
1019,2009,NUS-Z00,U.S.,EPG0,Natural Gas,PNP,Pipeline Exports (Price),N9132US3,Price of U.S. Natural Gas Pipeline Exports (Dollars per Thousand Cubic Feet),4.34,$/MCF
1020,2009,SMS,USA-MS,EPG0,Natural Gas,PG1,City Gate Price,N3050MS3,Natural Gas Citygate Price in Mississippi (Dollars per Thousand Cubic Feet),6.56,$/MCF
1021,2009,SIA,USA-IA,EPG0,Natural Gas,PG1,City Gate Price,N3050IA3,Natural Gas Citygate Price in Iowa (Dollars per Thousand Cubic Feet),5.62,$/MCF
1022,2009,SNM,USA-NM,EPG0,Natural Gas,PG1,City Gate Price,N3050NM3,Natural Gas Citygate Price in New Mexico (Dollars per Thousand Cubic Feet),4.07,$/MCF
1023,2009,SNH,USA-NH,EPG0,Natural Gas,PG1,City Gate Price,N3050NH3,Natural Gas Citygate Price in New Hampshire (Dollars per Thousand Cubic Feet),9.53,$/MCF
1024,2009,SME,USA-ME,EPG0,Natural Gas,PG1,City Gate Price,N3050ME3,Natural Gas Citygate Price in Maine (Dollars per Thousand Cubic Feet),8.64,$/MCF
1025,2009,SSC,USA-SC,EPG0,Natural Gas,PG1,City Gate Price,N3050SC3,Natural Gas Citygate Price in South Carolina (Dollars per Thousand Cubic Feet),6.7,$/MCF
1026,2009,SSD,USA-SD,EPG0,Natural Gas,PG1,City Gate Price,N3050SD3,Natural Gas Citygate Price in South Dakota (Dollars per Thousand Cubic Feet),5.21,$/MCF
1027,2009,SNM,USA-NM,EPG0,Natural Gas,PEU,Electric Power Price,N3045NM3,New Mexico Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),,$/MCF
1028,2009,SNJ,USA-NJ,EPG0,Natural Gas,PEU,Electric Power Price,N3045NJ3,New Jersey Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),5.31,$/MCF
1029,2009,NUS,U.S.,EPG0,Natural Gas,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet),6.48,$/MCF
1030,2009,NUS,U.S.,EPG0,Natural Gas,PEU,Electric Power Price,N3045US3,U.S. Natural Gas Electric Power Price (Dollars per Thousand Cubic Feet),4.93,$/MCF
1031,2009,SUT,USA-UT,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035UT4,Percent of Industrial Natural Gas Deliveries in Utah Represented by the Price (%),12.2,%
1032,2009,SND,USA-ND,EPG0,Natural Gas,PIN,Industrial Price,N3035ND3,North Dakota Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),5.21,$/MCF
1033,2009,SDC,USA-DC,EPG0,Natural Gas,PG1,City Gate Price,N3050DC3,Natural Gas Citygate Price in the District of Columbia (Dollars per Thousand Cubic Feet),,$/MCF
1034,2009,SCO,COLORADO,EPG0,Natural Gas,PG1,City Gate Price,N3050CO3,Natural Gas Citygate Price in Colorado (Dollars per Thousand Cubic Feet),5.09,$/MCF
1035,2009,SAK,USA-AK,EPG0,Natural Gas,PG1,City Gate Price,N3050AK3,Natural Gas Citygate Price in Alaska (Dollars per Thousand Cubic Feet),8.22,$/MCF
1036,2009,SMS,USA-MS,EPG0,Natural Gas,PEU,Electric Power Price,N3045MS3,Mississippi Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),,$/MCF
1037,2009,SWY,USA-WY,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035WY4,Percent of Industrial Natural Gas Deliveries in Wyoming Represented by the Price (%),3.1,%
1038,2009,SSD,USA-SD,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020SD4,Percent of Commercial Natural Gas Deliveries in South Dakota Represented by the Price (%),82.2,%
1039,2009,SSC,USA-SC,EPG0,Natural Gas,PIN,Industrial Price,N3035SC3,South Carolina Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),6.06,$/MCF
1040,2009,SNV,USA-NV,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035NV4,Percent of Industrial Natural Gas Deliveries in Nevada Represented by the Price (%),17.3,%
1041,2009,SNC,USA-NC,EPG0,Natural Gas,PIN,Industrial Price,N3035NC3,North Carolina Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),8.66,$/MCF
1042,2009,SCT,USA-CT,EPG0,Natural Gas,PIN,Industrial Price,N3035CT3,Connecticut Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),8.44,$/MCF
1043,2009,SOR,USA-OR,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020OR3,Oregon Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),11.86,$/MCF
1044,2009,NUS,U.S.,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035US4,Percent of Industrial Natural Gas Deliveries in U.S. Total Represented by the Price (%),18.8,%
1045,2009,SRI,USA-RI,EPG0,Natural Gas,PIN,Industrial Price,N3035RI3,Rhode Island Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),12.58,$/MCF
1046,2009,SNJ,USA-NJ,EPG0,Natural Gas,PIN,Industrial Price,N3035NJ3,New Jersey Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),8.96,$/MCF
1047,2009,SFL,FLORIDA,EPG0,Natural Gas,PIN,Industrial Price,N3035FL3,Florida Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),9.41,$/MCF
1048,2009,SDE,USA-DE,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035DE4,Percent of Industrial Natural Gas Deliveries in Delaware Represented by the Price (%),2.1,%
1049,2009,SAZ,USA-AZ,EPG0,Natural Gas,PIN,Industrial Price,N3035AZ3,Arizona Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),8.19,$/MCF
1050,2009,SVA,USA-VA,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020VA3,Virginia Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),10.31,$/MCF
1051,2009,NUS,U.S.,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020US4,Percent of Commercial Natural Gas Deliveries in U.S. Total Represented by the Price (%),77.8,%
1052,2009,SNM,USA-NM,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020NM3,New Mexico Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),7.52,$/MCF
1053,2009,SNJ,USA-NJ,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020NJ4,Percent of Commercial Natural Gas Deliveries in New Jersey Represented by the Price (%),38.3,%
1054,2009,SMA,MASSACHUSETTS,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020MA4,Percent of Commercial Natural Gas Deliveries in Massachusetts Represented by the Price (%),56.9,%
1055,2009,SKY,USA-KY,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020KY4,Percent of Commercial Natural Gas Deliveries in Kentucky Represented by the Price (%),80.1,%
1056,2009,SPA,USA-PA,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020PA4,Percent of Commercial Natural Gas Deliveries in Pennsylvania Represented by the Price (%),100.0,%
1057,2009,STX,TEXAS,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010TX3,Texas Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.19,$/MCF
1058,2009,SSC,USA-SC,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010SC3,South Carolina Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),14.91,$/MCF
1059,2009,SMA,MASSACHUSETTS,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010MA3,Massachusetts Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),14.85,$/MCF
1060,2008,SSD,USA-SD,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010SD3,South Dakota Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.32,$/MCF
1061,2008,SLA-Z00,USA-LA,EPG0,Natural Gas,PEX,Exports (Price),NGA_EPG0_PEX_SLA-Z00_DMCF,Louisiana Natural Gas Exports (Price) From All Countries (Dollars per Thousand Cubic Feet),,$/MCF
1062,2008,SNJ,USA-NJ,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SNJ_3,New Jersey Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),,$/MCF
1063,2008,STX,TEXAS,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_STX_3,Texas Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),11.53,$/MCF
1064,2008,SWI,USA-WI,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SWI_3,Wisconsin Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),11.01,$/MCF
1065,2008,SOH,OHIO,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SOH_3,Ohio Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),,$/MCF
1066,2008,SMI,USA-MI,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SMI_3,Michigan Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),,$/MCF
1067,2008,SKY,USA-KY,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SKY_3,Kentucky Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),,$/MCF
1068,2008,SID,USA-ID,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SID_3,Idaho Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),12.45,$/MCF
1069,2008,SSC,USA-SC,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SSC_4,South Carolina Natural Gas % of Total Residential - Sales (%),100.0,%
1070,2008,STX,TEXAS,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_STX_4,Texas Natural Gas % of Total Residential - Sales (%),100.0,%
1071,2008,SIN,USA-IN,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SIN_4,Indiana Natural Gas % of Total Residential - Sales (%),95.0,%
1072,2008,SOH,OHIO,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SOH_4,Ohio Natural Gas % of Total Residential - Sales (%),100.0,%
1073,2008,SCA,CALIFORNIA,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SCA_4,California Natural Gas % of Total Residential - Sales (%),99.3,%
1074,2008,SPA,USA-PA,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SPA_4,Pennsylvania Natural Gas % of Total Residential - Sales (%),100.0,%
1075,2008,SMN-Z00,MINNESOTA,EPG0,Natural Gas,PM0,Imports Price,NA1274_SMN_3,Minnesota Natural Gas Imports Price (Dollars per Thousand Cubic Feet),8.48,$/MCF
1076,2008,SAZ-Z00,USA-AZ,EPG0,Natural Gas,PEX,Exports (Price),NA1284_SAZ_3,Price of Arizona Natural Gas Exports (Dollars per Thousand Cubic Feet),8.09,$/MCF
1077,2008,SNY-Z00,NEW YORK,EPG0,Natural Gas,PEX,Exports (Price),NA1284_SNY-Z00_3,New York Natural Gas Exports (Price) All Countries (Dollars per Thousand Cubic Feet),,$/MCF
1078,2008,SWI,USA-WI,EPG0,Natural Gas,PG1,City Gate Price,N3050WI3,Natural Gas Citygate Price in Wisconsin (Dollars per Thousand Cubic Feet),8.71,$/MCF
1079,2008,SID,USA-ID,EPG0,Natural Gas,PG1,City Gate Price,N3050ID3,Natural Gas Citygate Price in Idaho (Dollars per Thousand Cubic Feet),7.48,$/MCF
1080,2008,SSC,USA-SC,EPG0,Natural Gas,PEU,Electric Power Price,N3045SC3,South Carolina Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),10.48,$/MCF
1081,2008,SNY,NEW YORK,EPG0,Natural Gas,PEU,Electric Power Price,N3045NY3,New York Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),10.85,$/MCF
1082,2008,SMD,USA-MD,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035MD4,Percent of Industrial Natural Gas Deliveries in Maryland Represented by the Price (%),6.3,%
1083,2008,SOH,OHIO,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SOH_3,Ohio Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),7.88,$/MCF
1084,2008,SMT,USA-MT,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SMT_3,Montana Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),7.5,$/MCF
1085,2008,SAZ,USA-AZ,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SAZ_3,Arizona Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),7.09,$/MCF
1086,2008,SMI,USA-MI,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SMI_3,Michigan Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),5.63,$/MCF
1087,2008,SCA,CALIFORNIA,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SCA_3,California Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),8.38,$/MCF
1088,2008,SPA,USA-PA,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SPA_3,Pennsylvania Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),,$/MCF
1089,2008,NUS-Z00,U.S.,EPG0,Natural Gas,PNG,Liquefied Natural Gas Exports Price,N9133US3,Price of Liquefied U.S. Natural Gas Exports (Dollars per Thousand Cubic Feet),7.69,$/MCF
1090,2008,NUS-Z00,U.S.,EPG0,Natural Gas,PM0,Imports Price,N9100US3,Price of U.S. Natural Gas Imports (Dollars per Thousand Cubic Feet),8.7,$/MCF
1091,2008,SCA,CALIFORNIA,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020CA3,California Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),11.75,$/MCF
1092,2008,SAZ,USA-AZ,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020AZ4,Percent of Commercial Natural Gas Deliveries in Arizona Represented by the Price (%),93.1,%
1093,2008,SWV,USA-WV,EPG0,Natural Gas,PG1,City Gate Price,N3050WV3,Natural Gas Citygate Price in West Virginia (Dollars per Thousand Cubic Feet),10.32,$/MCF
1094,2008,SFL,FLORIDA,EPG0,Natural Gas,PG1,City Gate Price,N3050FL3,Natural Gas Citygate Price in Florida (Dollars per Thousand Cubic Feet),9.73,$/MCF
1095,2008,SRI,USA-RI,EPG0,Natural Gas,PEU,Electric Power Price,N3045RI3,Rhode Island Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),10.5,$/MCF
1096,2008,SOK,USA-OK,EPG0,Natural Gas,PEU,Electric Power Price,N3045OK3,Oklahoma Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),8.18,$/MCF
1097,2008,SLA,USA-LA,EPG0,Natural Gas,PEU,Electric Power Price,N3045LA3,Louisiana Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),10.01,$/MCF
1098,2008,SHI,USA-HI,EPG0,Natural Gas,PEU,Electric Power Price,N3045HI3,Hawaii Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),,$/MCF
1099,2008,SKS,USA-KS,EPG0,Natural Gas,PG1,City Gate Price,N3050KS3,Natural Gas Citygate Price in Kansas (Dollars per Thousand Cubic Feet),8.85,$/MCF
1100,2008,SWI,USA-WI,EPG0,Natural Gas,PIN,Industrial Price,N3035WI3,Wisconsin Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),10.57,$/MCF
1101,2008,SLA,USA-LA,EPG0,Natural Gas,PG1,City Gate Price,N3050LA3,Natural Gas Citygate Price in Louisiana (Dollars per Thousand Cubic Feet),9.58,$/MCF
1102,2008,SIN,USA-IN,EPG0,Natural Gas,PEU,Electric Power Price,N3045IN3,Indiana Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),9.61,$/MCF
1103,2008,SFL,FLORIDA,EPG0,Natural Gas,PEU,Electric Power Price,N3045FL3,Florida Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),10.41,$/MCF
1104,2008,SIL,USA-IL,EPG0,Natural Gas,PG1,City Gate Price,N3050IL3,Natural Gas Citygate Price in Illinois (Dollars per Thousand Cubic Feet),8.48,$/MCF
