,period,duoarea,area-name,product,product-name,process,process-name,series,series-description,value,units
1105,2008,NUS,U.S.,EPG0,Natural Gas,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet),9.18,$/MCF
1106,2008,SID,USA-ID,EPG0,Natural Gas,PEU,Electric Power Price,N3045ID3,Idaho Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),,$/MCF
1107,2008,SND,USA-ND,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035ND4,Percent of Industrial Natural Gas Deliveries in North Dakota Represented by the Price (%),46.2,%
1108,2008,SWY,USA-WY,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020WY3,Wyoming Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),8.87,$/MCF
1109,2008,SWA,WASHINGTON,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035WA4,Percent of Industrial Natural Gas Deliveries in Washington Represented by the Price (%),12.9,%
1110,2008,SVT,USA-VT,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035VT4,Percent of Industrial Natural Gas Deliveries in Vermont Represented by the Price (%),79.6,%
1111,2008,SVA,USA-VA,EPG0,Natural Gas,PIN,Industrial Price,N3035VA3,Virginia Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),11.49,$/MCF
1112,2008,SFL,FLORIDA,EPG0,Natural Gas,PIN,Industrial Price,N3035FL3,Florida Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),11.72,$/MCF
1113,2008,SAL,USA-AL,EPG0,Natural Gas,PIN,Industrial Price,N3035AL3,Alabama Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),10.57,$/MCF
1114,2008,NUS,U.S.,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),12.23,$/MCF
1115,2008,SOH,OHIO,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020OH4,Percent of Commercial Natural Gas Deliveries in Ohio Represented by the Price (%),100.0,%
1116,2008,SCA,CALIFORNIA,EPG0,Natural Gas,PIN,Industrial Price,N3035CA3,California Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),10.8,$/MCF
1117,2008,SNE,USA-NE,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020NE4,Percent of Commercial Natural Gas Deliveries in Nebraska Represented by the Price (%),57.5,%
1118,2008,SNC,USA-NC,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020NC4,Percent of Commercial Natural Gas Deliveries in North Carolina Represented by the Price (%),84.5,%
1119,2008,SOK,USA-OK,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020OK3,Oklahoma Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),11.54,$/MCF
1120,2008,SNM,USA-NM,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020NM3,New Mexico Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),10.39,$/MCF
1121,2008,SMN,MINNESOTA,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020MN3,Minnesota Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),10.52,$/MCF
1122,2008,STN,USA-TN,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035TN4,Percent of Industrial Natural Gas Deliveries in Tennessee Represented by the Price (%),39.9,%
1123,2008,SAZ,USA-AZ,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035AZ4,Percent of Industrial Natural Gas Deliveries in Arizona Represented by the Price (%),29.6,%
1124,2008,SKY,USA-KY,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020KY4,Percent of Commercial Natural Gas Deliveries in Kentucky Represented by the Price (%),82.0,%
1125,2008,SNV,USA-NV,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020NV3,Nevada Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),11.21,$/MCF
1126,2008,STN,USA-TN,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010TN3,Tennessee Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),14.2,$/MCF
1127,2008,SCT,USA-CT,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010CT3,Connecticut Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),17.85,$/MCF
1128,2008,SID,USA-ID,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010ID3,Idaho Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.07,$/MCF
1129,2008,SDE,USA-DE,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010DE3,Delaware Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),16.07,$/MCF
1130,2008,SNY,NEW YORK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NY3,New York Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),16.78,$/MCF
1131,2008,SMT,USA-MT,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020MT4,Percent of Commercial Natural Gas Deliveries in Montana Represented by the Price (%),79.6,%
1132,2008,SDC,USA-DC,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020DC4,Percent of Commercial Natural Gas Deliveries in District of Columbia Represented by the Price (%),100.0,%
1133,2008,SNH-Z00,USA-NH,EPG0,Natural Gas,PEX,Exports (Price),NGA_EPG0_PEX_SNH-Z00_DMCF,Price of New Hampshire Natural Gas Exports (Dollars per Thousand Cubic Feet),7.61,$/MCF
1134,2008,SME-Z00,USA-ME,EPG0,Natural Gas,PEX,Exports (Price),NGA_EPG0_PEX_SME-Z00_DMCF,Price of Maine Natural Gas Exports (Dollars per Thousand Cubic Feet) (Dollars per Thousand Cubic Feet),,$/MCF
1135,2008,SKS,USA-KS,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SKS_4,Kansas Natural Gas % of Total Residential - Sales (%),100.0,%
1136,2008,SAZ,USA-AZ,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SAZ_3,Arizona Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),11.0,$/MCF
1137,2008,NUS,U.S.,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_NUS_4,U.S. Natural Gas % of Total Residential - Sales (%),97.5,%
1138,2008,SID-Z00,USA-ID,EPG0,Natural Gas,PM0,Imports Price,NA1274_SID_3,Idaho Natural Gas Imports Price (Dollars per Thousand Cubic Feet),7.88,$/MCF
1139,2008,SKS,USA-KS,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SKS_3,Kansas Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),6.85,$/MCF
1140,2008,SIN,USA-IN,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SIN_3,Indiana Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),7.58,$/MCF
1141,2008,SIL,USA-IL,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SIL_3,Illinois Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),,$/MCF
1142,2008,SVA,USA-VA,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SVA_3,Virginia Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),,$/MCF
1143,2008,STN,USA-TN,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_STN_3,Tennessee Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),8.85,$/MCF
1144,2008,SCO,COLORADO,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020CO4,Percent of Commercial Natural Gas Deliveries in Colorado Represented by the Price (%),95.2,%
1145,2008,SNV,USA-NV,EPG0,Natural Gas,PEU,Electric Power Price,N3045NV3,Nevada Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),8.26,$/MCF
1146,2008,SWY,USA-WY,EPG0,Natural Gas,PIN,Industrial Price,N3035WY3,Wyoming Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),7.55,$/MCF
1147,2008,SNY,NEW YORK,EPG0,Natural Gas,PG1,City Gate Price,N3050NY3,Natural Gas Citygate Price in New York (Dollars per Thousand Cubic Feet),10.07,$/MCF
1148,2008,STN,USA-TN,EPG0,Natural Gas,PEU,Electric Power Price,N3045TN3,Tennessee Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),,$/MCF
1149,2008,SCT,USA-CT,EPG0,Natural Gas,PEU,Electric Power Price,N3045CT3,Connecticut Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),10.48,$/MCF
1150,2008,SMT,USA-MT,EPG0,Natural Gas,PEU,Electric Power Price,N3045MT3,Montana Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),,$/MCF
1151,2008,SCO,COLORADO,EPG0,Natural Gas,PG1,City Gate Price,N3050CO3,Natural Gas Citygate Price in Colorado (Dollars per Thousand Cubic Feet),6.98,$/MCF
1152,2008,SDC,USA-DC,EPG0,Natural Gas,PEU,Electric Power Price,N3045DC3,District of Columbia Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),,$/MCF
1153,2008,SRI,USA-RI,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035RI4,Percent of Industrial Natural Gas Deliveries in Rhode Island Represented by the Price (%),11.7,%
1154,2008,SMO,USA-MO,EPG0,Natural Gas,PG1,City Gate Price,N3050MO3,Natural Gas Citygate Price in Missouri (Dollars per Thousand Cubic Feet),8.03,$/MCF
1155,2008,SNJ,USA-NJ,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035NJ4,Percent of Industrial Natural Gas Deliveries in New Jersey Represented by the Price (%),11.0,%
1156,2008,SOR,USA-OR,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035OR4,Percent of Industrial Natural Gas Deliveries in Oregon Represented by the Price (%),20.1,%
1157,2008,SNE,USA-NE,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035NE4,Percent of Industrial Natural Gas Deliveries in Nebraska Represented by the Price (%),10.2,%
1158,2008,SMN,MINNESOTA,EPG0,Natural Gas,PIN,Industrial Price,N3035MN3,Minnesota Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),9.05,$/MCF
1159,2008,SCO,COLORADO,EPG0,Natural Gas,PIN,Industrial Price,N3035CO3,Colorado Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),8.76,$/MCF
1160,2008,SWA,WASHINGTON,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020WA4,Percent of Commercial Natural Gas Deliveries in Washington Represented by the Price (%),89.0,%
1161,2008,SND,USA-ND,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020ND3,North Dakota Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),9.58,$/MCF
1162,2008,SNH,USA-NH,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020NH4,Percent of Commercial Natural Gas Deliveries in New Hampshire Represented by the Price (%),58.9,%
1163,2008,SHI,USA-HI,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020HI3,Hawaii Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),39.01,$/MCF
1164,2008,SSD,USA-SD,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035SD4,Percent of Industrial Natural Gas Deliveries in South Dakota Represented by the Price (%),16.9,%
1165,2008,SNM,USA-NM,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035NM4,Percent of Industrial Natural Gas Deliveries in New Mexico Represented by the Price (%),10.0,%
1166,2008,SNM,USA-NM,EPG0,Natural Gas,PIN,Industrial Price,N3035NM3,New Mexico Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),10.27,$/MCF
1167,2008,SIN,USA-IN,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020IN3,Indiana Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),11.14,$/MCF
1168,2008,SGA,USA-GA,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020GA3,Georgia Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),14.3,$/MCF
1169,2008,SIL,USA-IL,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020IL4,Percent of Commercial Natural Gas Deliveries in Illinois Represented by the Price (%),43.3,%
1170,2008,SWY,USA-WY,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010WY3,Wyoming Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),10.16,$/MCF
1171,2008,SMD,USA-MD,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010MD3,Maryland Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),16.07,$/MCF
1172,2008,SNC,USA-NC,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NC3,North Carolina Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),16.58,$/MCF
1173,2008,SHI,USA-HI,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020HI4,Percent of Commercial Natural Gas Deliveries in Hawaii Represented by the Price (%),100.0,%
1174,2008,SAL,USA-AL,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020AL4,Percent of Commercial Natural Gas Deliveries in Alabama Represented by the Price (%),80.2,%
1175,2008,SDC,USA-DC,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010DC3,District of Columbia Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),16.49,$/MCF
1176,2008,SAK,USA-AK,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.72,$/MCF
1177,2008,SAK,USA-AK,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020AK4,Percent of Commercial Natural Gas Deliveries in Alaska Represented by the Price (%),74.9,%
1178,2008,SMT,USA-MT,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010MT3,Montana Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.45,$/MCF
1179,2008,SUT,USA-UT,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SUT_3,Utah Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),8.08,$/MCF
1180,2008,SAL,USA-AL,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SAL_3,Alabama Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),17.32,$/MCF
1181,2008,SIL,USA-IL,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SIL_3,Illinois Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),12.75,$/MCF
1182,2008,SMS,USA-MS,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SMS_3,Mississippi Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),,$/MCF
1183,2008,SMI,USA-MI,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SMI_4,Michigan Natural Gas % of Total Residential - Sales (%),94.0,%
1184,2008,SMI-Z00,USA-MI,EPG0,Natural Gas,PEX,Exports (Price),NA1284_SMI_3,Price of Michigan Natural Gas Exports (Dollars per Thousand Cubic Feet),8.91,$/MCF
1185,2008,SWY,USA-WY,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SWY_4,Wyoming Natural Gas % of Total Residential - Sales (%),77.3,%
1186,2008,SMT,USA-MT,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SMT_4,Montana Natural Gas % of Total Residential - Sales (%),99.9,%
1187,2008,SHI,USA-HI,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SHI_4,Hawaii Natural Gas % of Total Residential - Sales (%),100.0,%
1188,2008,SID,USA-ID,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SID_4,Idaho Natural Gas % of Total Residential - Sales (%),100.0,%
1189,2008,STX-Z00,TEXAS,EPG0,Natural Gas,PEX,Exports (Price),NA1284_STX_3,Price of Texas Natural Gas Exports (Dollars per Thousand Cubic Feet),8.39,$/MCF
1190,2008,SMT-Z00,USA-MT,EPG0,Natural Gas,PEX,Exports (Price),NA1284_SMT_3,Price of Montana Natural Gas Exports (Dollars per Thousand Cubic Feet),8.14,$/MCF
1191,2008,SMT,USA-MT,EPG0,Natural Gas,PG1,City Gate Price,N3050MT3,Natural Gas Citygate Price in Montana (Dollars per Thousand Cubic Feet),7.71,$/MCF
1192,2008,STN,USA-TN,EPG0,Natural Gas,PIN,Industrial Price,N3035TN3,Tennessee Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),10.81,$/MCF
1193,2008,SSD,USA-SD,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SSD_3,South Dakota Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),7.94,$/MCF
1194,2008,SMD,USA-MD,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SMD_3,Maryland Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),,$/MCF
1195,2008,SNM,USA-NM,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SNM_3,New Mexico Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),8.4,$/MCF
1196,2008,SOK,USA-OK,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SOK_3,Oklahoma Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),7.56,$/MCF
1197,2008,SLA,USA-LA,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020LA4,Percent of Commercial Natural Gas Deliveries in Louisiana Represented by the Price (%),98.4,%
1198,2008,SCA,CALIFORNIA,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020CA4,Percent of Commercial Natural Gas Deliveries in California Represented by the Price (%),56.7,%
1199,2008,SIN,USA-IN,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010IN3,Indiana Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),12.65,$/MCF
1200,2008,SOK,USA-OK,EPG0,Natural Gas,PG1,City Gate Price,N3050OK3,Natural Gas Citygate Price in Oklahoma (Dollars per Thousand Cubic Feet),8.4,$/MCF
1201,2008,SGA,USA-GA,EPG0,Natural Gas,PG1,City Gate Price,N3050GA3,Natural Gas Citygate Price in Georgia (Dollars per Thousand Cubic Feet),9.35,$/MCF
1202,2008,SNM,USA-NM,EPG0,Natural Gas,PG1,City Gate Price,N3050NM3,Natural Gas Citygate Price in New Mexico (Dollars per Thousand Cubic Feet),7.05,$/MCF
1203,2008,SWY,USA-WY,EPG0,Natural Gas,PG1,City Gate Price,N3050WY3,Natural Gas Citygate Price in Wyoming (Dollars per Thousand Cubic Feet),7.02,$/MCF
1204,2008,SNH,USA-NH,EPG0,Natural Gas,PEU,Electric Power Price,N3045NH3,New Hampshire Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),,$/MCF
1205,2008,SSD,USA-SD,EPG0,Natural Gas,PG1,City Gate Price,N3050SD3,Natural Gas Citygate Price in South Dakota (Dollars per Thousand Cubic Feet),8.06,$/MCF
1206,2008,SVA,USA-VA,EPG0,Natural Gas,PEU,Electric Power Price,N3045VA3,Virginia Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),10.87,$/MCF
1207,2008,SPA,USA-PA,EPG0,Natural Gas,PEU,Electric Power Price,N3045PA3,Pennsylvania Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),10.46,$/MCF
1208,2008,SCT,USA-CT,EPG0,Natural Gas,PG1,City Gate Price,N3050CT3,Natural Gas Citygate Price in Connecticut (Dollars per Thousand Cubic Feet),10.24,$/MCF
1209,2008,SNY,NEW YORK,EPG0,Natural Gas,PIN,Industrial Price,N3035NY3,New York Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),12.3,$/MCF
1210,2008,SMA,MASSACHUSETTS,EPG0,Natural Gas,PIN,Industrial Price,N3035MA3,Massachusetts Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),15.23,$/MCF
1211,2008,STX,TEXAS,EPG0,Natural Gas,PG1,City Gate Price,N3050TX3,Natural Gas Citygate Price in Texas (Dollars per Thousand Cubic Feet),9.2,$/MCF
1212,2008,STX,TEXAS,EPG0,Natural Gas,PEU,Electric Power Price,N3045TX3,Texas Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),8.91,$/MCF
1213,2008,SMO,USA-MO,EPG0,Natural Gas,PIN,Industrial Price,N3035MO3,Missouri Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),11.32,$/MCF
1214,2008,SHI,USA-HI,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035HI4,Percent of Industrial Natural Gas Deliveries in Hawaii Represented by the Price (%),100.0,%
1215,2008,SSD,USA-SD,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020SD4,Percent of Commercial Natural Gas Deliveries in South Dakota Represented by the Price (%),83.0,%
1216,2008,SRI,USA-RI,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020RI4,Percent of Commercial Natural Gas Deliveries in Rhode Island Represented by the Price (%),66.2,%
1217,2008,SME,USA-ME,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035ME4,Percent of Industrial Natural Gas Deliveries in Maine Represented by the Price (%),0.8,%
1218,2008,SPA,USA-PA,EPG0,Natural Gas,PIN,Industrial Price,N3035PA3,Pennsylvania Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),12.09,$/MCF
1219,2008,SDC,USA-DC,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035DC4,Percent of Industrial Natural Gas Deliveries in District of Columbia Represented by the Price (%),0.0,%
1220,2008,SOK,USA-OK,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020OK4,Percent of Commercial Natural Gas Deliveries in Oklahoma Represented by the Price (%),51.3,%
1221,2008,SMA,MASSACHUSETTS,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035MA4,Percent of Industrial Natural Gas Deliveries in Massachusetts Represented by the Price (%),20.6,%
1222,2008,SAL,USA-AL,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035AL4,Percent of Industrial Natural Gas Deliveries in Alabama Represented by the Price (%),27.2,%
1223,2008,SDE,USA-DE,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020DE4,Percent of Commercial Natural Gas Deliveries in Delaware Represented by the Price (%),70.6,%
1224,2008,SVT,USA-VT,EPG0,Natural Gas,PIN,Industrial Price,N3035VT3,Vermont Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),9.6,$/MCF
1225,2008,SMD,USA-MD,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020MD4,Percent of Commercial Natural Gas Deliveries in Maryland Represented by the Price (%),100.0,%
