,period,average-employees,labor-hours,number-of-mines,production,productivity,GDP
3472,2013,7709.0,17916658.0,34.0,80709688,4.5,16843.190993
3474,2013,3210.0,7597690.0,48.0,35652176,4.69,16843.190993
3476,2013,10919.0,25514348.0,82.0,116361864,4.56,16843.190993
3478,2013,24.0,62982.0,1.0,413703,6.57,16843.190993
3480,2013,7.0,14003.0,1.0,22150,1.58,16843.190993
3482,2013,7.0,14003.0,1.0,22150,1.58,16843.190993
3485,2013,1273.0,2513825.0,6.0,28074913,11.17,16843.190993
3488,2013,1273.0,2513825.0,6.0,28074913,11.17,16843.190993
3490,2013,2063.0,4759959.0,10.0,17426210,3.66,16843.190993
3492,2013,1080.0,2448743.0,21.0,7686627,3.14,16843.190993
3494,2013,3143.0,7208702.0,31.0,25112837,3.48,16843.190993
3496,2013,5859.0,13130976.0,41.0,45069366,3.43,16843.190993
3498,2013,1428.0,2803288.0,123.0,6879830,2.45,16843.190993
3500,2013,7287.0,15934264.0,164.0,51949196,3.26,16843.190993
3502,2013,129.0,199433.0,11.0,94922,0.48,16843.190993
3504,2013,966.0,1839067.0,54.0,1964630,1.07,16843.190993
3506,2013,1095.0,2038500.0,65.0,2059552,1.01,16843.190993
3509,2013,5988.0,13330409.0,52.0,45164288,3.39,16843.190993
3512,2013,2394.0,4642355.0,177.0,8844460,1.91,16843.190993
3515,2013,8382.0,17972764.0,229.0,54008748,3.01,16843.190993
3518,2013,5988.0,13330409.0,52.0,45164288,3.39,16843.190993
3521,2013,2394.0,4642355.0,177.0,8844460,1.91,16843.190993
3524,2013,8382.0,17972764.0,229.0,54008748,3.01,16843.190993
3527,2013,17978.0,37529146.0,78.0,577500946,15.39,16843.190993
3530,2013,45180.0,102362118.0,375.0,286420073,2.8,16843.190993
3534,2012,3709.0,8112459.0,27.0,52691717,6.5,16253.97223
3537,2012,4693.0,9754569.0,23.0,80227739,8.22,16253.97223
3539,2012,125.0,311232.0,2.0,445689,1.43,16253.97223
3542,2012,3584.0,7801227.0,25.0,52246028,6.7,16253.97223
3545,2012,9883.0,22175739.0,106.0,57411840,2.59,16253.97223
3548,2012,4042.0,8216427.0,225.0,16272067,1.98,16253.97223
3551,2012,13925.0,30392166.0,331.0,73683907,2.42,16253.97223
3553,2012,6983.0,14279956.0,16.0,419066016,29.35,16253.97223
3555,2012,6983.0,14279956.0,16.0,419066016,29.35,16253.97223
3557,2012,9838.0,23292613.0,37.0,92499067,3.97,16253.97223
3559,2012,3113.0,6680294.0,43.0,34770645,5.2,16253.97223
3561,2012,12951.0,29972907.0,80.0,127269712,4.25,16253.97223
3563,2012,3190.0,7677602.0,8.0,12569599,1.64,16253.97223
3565,2012,1851.0,3849160.0,38.0,6751540,1.75,16253.97223
3567,2012,5041.0,11526762.0,46.0,19321139,1.68,16253.97223
3570,2012,13892.0,31383306.0,84.0,103408585,3.3,16253.97223
3573,2012,4593.0,9329162.0,249.0,21410624,2.3,16253.97223
3576,2012,18485.0,40712468.0,333.0,124819209,3.07,16253.97223
3578,2012,22768.0,48530848.0,337.0,78067254,1.61,16253.97223
3580,2012,11335.0,25129332.0,329.0,69721740,2.77,16253.97223
3582,2012,34103.0,73660180.0,666.0,147788994,2.01,16253.97223
3585,2012,39850.0,87591756.0,429.0,194045438,2.22,16253.97223
3588,2012,17779.0,38307654.0,616.0,97883904,2.56,16253.97223
3591,2012,57629.0,125899410.0,1045.0,291929342,2.32,16253.97223
3593,2012,143.0,343176.0,1.0,2052086,5.98,16253.97223
3595,2012,143.0,343176.0,1.0,2052086,5.98,16253.97223
3597,2012,143.0,343176.0,1.0,2052086,5.98,16253.97223
3599,2012,143.0,343176.0,1.0,2052086,5.98,16253.97223
3601,2012,250.0,593995.0,1.0,4636557,7.81,16253.97223
3603,2012,6754.0,13880169.0,17.0,396805054,28.59,16253.97223
3605,2012,7004.0,14474164.0,18.0,401441611,27.74,16253.97223
3607,2012,1576.0,3262188.0,8.0,16445781,5.04,16253.97223
3609,2012,35.0,87144.0,1.0,570138,6.54,16253.97223
3611,2012,1611.0,3349332.0,9.0,17015919,5.08,16253.97223
3613,2012,435.0,954893.0,1.0,4960375,5.19,16253.97223
3616,2012,856.0,1803169.0,3.0,17491900,9.7,16253.97223
3619,2012,1291.0,2758062.0,4.0,22452275,8.14,16253.97223
3621,2012,320.0,763932.0,1.0,5707633,7.47,16253.97223
3624,2012,913.0,1773706.0,5.0,30986349,17.47,16253.97223
3628,2012,1233.0,2537638.0,6.0,36693982,14.46,16253.97223
3631,2012,2032.0,3989743.0,9.0,23646097,5.93,16253.97223
3634,2012,473.0,945164.0,3.0,4919997,5.21,16253.97223
3637,2012,2505.0,4934907.0,12.0,28566094,5.79,16253.97223
3639,2012,432.0,1015929.0,1.0,7493276,7.38,16253.97223
3641,2012,432.0,1015929.0,1.0,7493276,7.38,16253.97223
3644,2012,4613.0,9564751.0,20.0,55396443,5.79,16253.97223
3648,2012,9463.0,19505281.0,30.0,458266714,23.49,16253.97223
3652,2012,14076.0,29070032.0,50.0,513663157,17.67,16253.97223
3654,2012,2918.0,6370416.0,12.0,44178225,6.93,16253.97223
3656,2012,2918.0,6370416.0,12.0,44178225,6.93,16253.97223
3658,2012,55.0,147633.0,1.0,349489,2.37,16253.97223
3661,2012,1298.0,2718719.0,6.0,16012888,5.89,16253.97223
3665,2012,3395.0,7035850.0,17.0,64214851,9.13,16253.97223
3667,2012,144.0,328894.0,6.0,704484,2.14,16253.97223
3669,2012,199.0,476527.0,7.0,1053973,2.21,16253.97223
3671,2012,270.0,579179.0,2.0,3971129,6.86,16253.97223
3673,2012,270.0,579179.0,2.0,3971129,6.86,16253.97223
3675,2012,70.0,163599.0,1.0,96200,0.59,16253.97223
3677,2012,3.0,5164.0,1.0,1921,0.37,16253.97223
3679,2012,456.0,912044.0,2.0,4566599,5.01,16253.97223
3681,2012,73.0,168763.0,2.0,98121,0.58,16253.97223
3683,2012,125.0,311232.0,2.0,445689,1.43,16253.97223
3686,2012,3335.0,7283653.0,21.0,48855759,6.71,16253.97223
3691,2012,54426.0,120760352.0,488.0,342386637,2.84,16253.97223
3696,2012,35310.0,75017025.0,719.0,672748043,8.97,16253.97223
3701,2012,3315.0,6846032.0,14.0,39383555,5.75,16253.97223
3703,2012,102.0,159071.0,22.0,1323738,8.32,16253.97223
3708,2012,89838.0,195936448.0,1229.0,1016458418,5.19,16253.97223
3710,2012,3460.0,7594885.0,23.0,49301448,6.49,16253.97223
3712,2012,175.0,351063.0,5.0,572910,1.63,16253.97223
3714,2012,188.0,338842.0,9.0,517337,1.53,16253.97223
3716,2012,363.0,689905.0,14.0,1090247,1.58,16253.97223
3718,2012,211.0,439012.0,1.0,2952818,6.73,16253.97223
3720,2012,211.0,439012.0,1.0,2952818,6.73,16253.97223
3722,2012,3846.0,9599457.0,13.0,34097846,3.55,16253.97223
3724,2012,658.0,1425914.0,14.0,7965644,5.59,16253.97223
3726,2012,4504.0,11025371.0,27.0,42063490,3.82,16253.97223
3728,2012,7335.0,14951650.0,137.0,24099933,1.61,16253.97223
3730,2012,4512.0,9576884.0,193.0,24698381,2.58,16253.97223
3732,2012,11847.0,24528534.0,330.0,48798314,1.99,16253.97223
3734,2012,11181.0,24551107.0,150.0,58197779,2.37,16253.97223
3736,2012,5170.0,11002798.0,207.0,32664025,2.97,16253.97223
3738,2012,16351.0,35553905.0,357.0,90861804,2.56,16253.97223
3740,2012,3190.0,7677602.0,8.0,12569599,1.64,16253.97223
3742,2012,1851.0,3849160.0,38.0,6751540,1.75,16253.97223
3744,2012,5041.0,11526762.0,46.0,19321139,1.68,16253.97223
3746,2012,14546.0,32579772.0,163.0,71340288,2.19,16253.97223
3749,2012,7420.0,15629812.0,255.0,42885720,2.74,16253.97223
3752,2012,21966.0,48209584.0,418.0,114226008,2.37,16253.97223
3754,2012,11495.0,25038768.0,138.0,41024040,1.64,16253.97223
3756,2012,5400.0,12514027.0,88.0,37911288,3.03,16253.97223
3758,2012,16895.0,37552795.0,226.0,78935328,2.1,16253.97223
3760,2012,5590.0,12433768.0,22.0,39444883,3.17,16253.97223
3762,2012,301.0,634197.0,16.0,2044547,3.22,16253.97223
3764,2012,5891.0,13067965.0,38.0,41489430,3.17,16253.97223
3766,2012,17085.0,37472536.0,160.0,80468923,2.15,16253.97223
3768,2012,5701.0,13148224.0,104.0,39955835,3.04,16253.97223
3770,2012,22786.0,50620760.0,264.0,120424758,2.38,16253.97223
3772,2012,3763.0,8189367.0,57.0,12370371,1.51,16253.97223
3774,2012,1235.0,2699579.0,39.0,6594734,2.44,16253.97223
3776,2012,4998.0,10888946.0,96.0,18965105,1.74,16253.97223
3778,2012,213.0,442856.0,3.0,797450,1.8,16253.97223
3780,2012,263.0,559136.0,18.0,1485891,2.66,16253.97223
3785,2012,4738.0,9875983.0,22.0,55842132,5.65,16253.97223
3789,2012,14207.0,29590065.0,59.0,537140676,18.15,16253.97223
3793,2012,3771.0,7758076.0,16.0,43950154,5.67,16253.97223
3796,2012,4613.0,9564751.0,20.0,55396443,5.79,16253.97223
3800,2012,10834.0,22227850.0,35.0,487847466,21.95,16253.97223
3804,2012,15447.0,31792601.0,55.0,543243909,17.09,16253.97223
3806,2012,9963.0,23603845.0,39.0,92944756,3.94,16253.97223
3809,2012,6697.0,14481521.0,68.0,87016673,6.01,16253.97223
3812,2012,16660.0,38085366.0,107.0,179961429,4.73,16253.97223
3813,2012,476.0,1001992.0,21.0,2283341,2.28,16253.97223
3815,2012,21061.0,46104759.0,220.0,93636744,2.03,16253.97223
3817,2012,7199.0,16406939.0,161.0,48036460,2.93,16253.97223
3819,2012,28260.0,62511698.0,381.0,141673204,2.27,16253.97223
3821,2012,1228.0,2379393.0,4.0,27528666,11.57,16253.97223
3823,2012,1228.0,2379393.0,4.0,27528666,11.57,16253.97223
3825,2012,32.0,62602.0,2.0,421587,6.73,16253.97223
3827,2012,32.0,62602.0,2.0,421587,6.73,16253.97223
3829,2012,6.0,15960.0,1.0,15864,0.99,16253.97223
3831,2012,6.0,15960.0,1.0,15864,0.99,16253.97223
3834,2012,1266.0,2457955.0,7.0,27966117,11.38,16253.97223
3837,2012,1266.0,2457955.0,7.0,27966117,11.38,16253.97223
3839,2012,1969.0,4520310.0,10.0,18124783,4.01,16253.97223
3841,2012,1222.0,2618981.0,29.0,8202853,3.13,16253.97223
3843,2012,3191.0,7139291.0,39.0,26327636,3.69,16253.97223
3845,2012,2054.0,4822994.0,9.0,15564550,3.23,16253.97223
3847,2012,1881.0,3942189.0,20.0,21155624,5.37,16253.97223
3849,2012,3935.0,8765183.0,29.0,36720174,4.19,16253.97223
3851,2012,3938.0,8870162.0,15.0,42836671,4.83,16253.97223
3853,2012,574.0,1312191.0,9.0,5649377,4.31,16253.97223
3855,2012,4512.0,10182353.0,24.0,48486048,4.76,16253.97223
3857,2012,7961.0,18213466.0,34.0,76526004,4.2,16253.97223
3859,2012,3677.0,7873361.0,58.0,35007854,4.45,16253.97223
3861,2012,11638.0,26086827.0,92.0,111533858,4.28,16253.97223
3863,2012,5992.0,13747669.0,38.0,44921506,3.27,16253.97223
3865,2012,1789.0,3460787.0,132.0,7462744,2.16,16253.97223
3867,2012,7781.0,17208456.0,170.0,52384250,3.04,16253.97223
3869,2012,128.0,238703.0,11.0,119963,0.5,16253.97223
3871,2012,1018.0,2056061.0,54.0,2214589,1.08,16253.97223
3873,2012,1146.0,2294764.0,65.0,2334552,1.02,16253.97223
3876,2012,6120.0,13986372.0,49.0,45041469,3.22,16253.97223
3879,2012,2807.0,5516848.0,186.0,9677333,1.75,16253.97223
3882,2012,8927.0,19503220.0,235.0,54718802,2.81,16253.97223
3885,2012,6120.0,13986372.0,49.0,45041469,3.22,16253.97223
3888,2012,2807.0,5516848.0,186.0,9677333,1.75,16253.97223
3891,2012,8927.0,19503220.0,235.0,54718802,2.81,16253.97223
3893,2012,18945.0,39466048.0,81.0,592982808,15.03,16253.97223
3896,2012,49688.0,110884369.0,466.0,286544505,2.58,16253.97223
3900,2012,21103.0,45426960.0,660.0,135607367,2.99,16253.97223
