,period,average-employees,labor-hours,number-of-mines,production,productivity,GDP
292,2009,480.0,1107375.0,9.0,5341825,4.82,14478.064934
294,2009,3548.0,8159354.0,22.0,33748428,4.14,14478.064934
296,2009,6494.0,15164994.0,31.0,58510806,3.86,14478.064934
298,2009,3496.0,8469200.0,70.0,38393457,4.53,14478.064934
300,2009,9990.0,23634194.0,101.0,96904263,4.1,14478.064934
302,2009,5390.0,12200839.0,39.0,48503248,3.98,14478.064934
304,2009,1750.0,3262469.0,141.0,7745086,2.37,14478.064934
306,2009,7140.0,15463308.0,180.0,56248334,3.64,14478.064934
308,2009,168.0,324337.0,9.0,176241,0.54,14478.064934
310,2009,773.0,1490017.0,55.0,1554877,1.04,14478.064934
312,2009,941.0,1814354.0,64.0,1731118,0.95,14478.064934
316,2009,4260.0,9507661.0,57.0,18796190,1.98,14478.064934
321,2009,50100.0,111065349.0,540.0,332061582,2.99,14478.064934
326,2009,37492.0,80277925.0,835.0,740174260,9.22,14478.064934
329,2009,163.0,279970.0,31.0,2687550,9.6,14478.064934
334,2009,87755.0,191623244.0,1406.0,1074923392,5.61,14478.064934
337,2009,4823.0,9999568.0,21.0,55052003,5.51,14478.064934
341,2009,13904.0,28723547.0,64.0,570277835,19.85,14478.064934
345,2009,18727.0,38723115.0,85.0,625329838,16.15,14478.064934
348,2009,45277.0,101065781.0,519.0,277009579,2.74,14478.064934
352,2009,23588.0,51554378.0,771.0,169896425,3.3,14478.064934
356,2009,68865.0,152620159.0,1290.0,446906004,2.93,14478.064934
359,2009,4755.0,9829456.0,19.0,54663594,5.56,14478.064934
363,2009,9834.0,20212752.0,33.0,500372157,24.76,14478.064934
367,2009,5558.0,12525176.0,48.0,48679489,3.89,14478.064934
370,2009,2523.0,4752486.0,196.0,9299963,1.96,14478.064934
373,2009,14589.0,30042208.0,52.0,555035751,18.48,14478.064934
375,2009,30082.0,66743513.0,387.0,157269449,2.36,14478.064934
378,2009,19113.0,41499481.0,476.0,153445189,3.7,14478.064934
381,2009,49195.0,108242994.0,863.0,310714638,2.87,14478.064934
383,2009,6494.0,15164994.0,31.0,58510806,3.86,14478.064934
386,2009,4587.0,10623449.0,77.0,68976017,6.49,14478.064934
389,2009,11081.0,25788443.0,108.0,127486823,4.94,14478.064934
392,2009,8769.0,19327386.0,103.0,61617733,3.19,14478.064934
395,2009,3958.0,7942243.0,249.0,17380897,2.19,14478.064934
403,2008,4080.0,8369147.0,24.0,82055580,9.8,14769.857911
406,2008,812.0,1702615.0,5.0,11107516,6.52,14769.857911
409,2008,3763.0,7792598.0,15.0,48342863,6.2,14769.857911
411,2008,497.0,1031812.0,2.0,7234815,7.01,14769.857911
414,2008,4260.0,8824410.0,17.0,55577678,6.3,14769.857911
417,2008,4597.0,9535179.0,20.0,59450379,6.23,14769.857911
421,2008,10580.0,22283494.0,38.0,574147053,25.77,14769.857911
425,2008,15177.0,31818673.0,58.0,633597432,19.91,14769.857911
427,2008,7174.0,17700572.0,30.0,65116806,3.68,14769.857911
430,2008,11391.0,26403990.0,86.0,105233998,3.99,14769.857911
433,2008,4880.0,10282540.0,292.0,30413390,2.96,14769.857911
436,2008,16271.0,36686530.0,378.0,135647388,3.7,14769.857911
437,2008,14088.0,29672468.0,53.0,602493320,20.3,14769.857911
439,2008,23665.0,53205443.0,439.0,114997153,2.16,14769.857911
441,2008,14544.0,33950049.0,402.0,118961725,3.5,14769.857911
443,2008,38209.0,87155492.0,841.0,233958878,2.68,14769.857911
446,2008,37804.0,86174468.0,533.0,232512186,2.7,14769.857911
449,2008,20946.0,47797392.0,745.0,157705459,3.3,14769.857911
452,2008,58750.0,133971860.0,1278.0,390217645,2.91,14769.857911
454,2008,104.0,234809.0,1.0,1477015,6.29,14769.857911
456,2008,104.0,234809.0,1.0,1477015,6.29,14769.857911
458,2008,104.0,234809.0,1.0,1477015,6.29,14769.857911
460,2008,104.0,234809.0,1.0,1477015,6.29,14769.857911
462,2008,247.0,509840.0,1.0,3501147,6.87,14769.857911
465,2008,6580.0,14021941.0,19.0,464143021,33.1,14769.857911
468,2008,6827.0,14531781.0,20.0,467644168,32.18,14769.857911
470,2008,2070.0,4157805.0,9.0,24365168,5.86,14769.857911
473,2008,2077.0,4170734.0,9.0,24365168,5.84,14769.857911
475,2008,476.0,986402.0,1.0,7046199,7.14,14769.857911
477,2008,969.0,1955561.0,4.0,18598652,9.51,14769.857911
480,2008,1445.0,2941963.0,5.0,25644851,8.72,14769.857911
482,2008,45.0,89523.0,1.0,168252,1.88,14769.857911
485,2008,990.0,2069291.0,5.0,44617448,21.56,14769.857911
488,2008,1035.0,2158814.0,6.0,44785700,20.75,14769.857911
490,2008,1759.0,3791609.0,8.0,24369613,6.43,14769.857911
493,2008,526.0,1078108.0,4.0,7658847,7.1,14769.857911
496,2008,2285.0,4869717.0,12.0,32028460,6.58,14769.857911
498,2008,419.0,999459.0,1.0,8024973,8.03,14769.857911
500,2008,419.0,999459.0,1.0,8024973,8.03,14769.857911
503,2008,4597.0,9535179.0,20.0,59450379,6.23,14769.857911
507,2008,9491.0,20137289.0,33.0,543042941,26.97,14769.857911
512,2008,230.0,477269.0,5.0,788748,1.65,14769.857911
514,2008,381.0,767678.0,18.0,1544028,2.01,14769.857911
516,2008,611.0,1244947.0,23.0,2332776,1.87,14769.857911
519,2008,2326.0,4978151.0,11.0,39016927,7.84,14769.857911
521,2008,2326.0,4978151.0,11.0,39016927,7.84,14769.857911
523,2008,49.0,127015.0,1.0,440577,3.47,14769.857911
525,2008,147.0,380932.0,6.0,1022919,2.69,14769.857911
527,2008,196.0,507947.0,7.0,1463496,2.88,14769.857911
529,2008,251.0,521531.0,2.0,3843243,7.37,14769.857911
531,2008,251.0,521531.0,2.0,3843243,7.37,14769.857911
533,2008,91.0,211455.0,1.0,67392,0.32,14769.857911
535,2008,2.0,1310.0,1.0,1789,1.37,14769.857911
537,2008,93.0,212765.0,2.0,69181,0.33,14769.857911
539,2008,140.0,338470.0,2.0,507969,1.5,14769.857911
542,2008,2726.0,5881924.0,20.0,43884878,7.46,14769.857911
545,2008,2866.0,6220394.0,22.0,44392847,7.14,14769.857911
547,2008,3268.0,6666532.0,19.0,70948064,10.64,14769.857911
549,2008,140.0,338470.0,2.0,507969,1.5,14769.857911
552,2008,2963.0,6351470.0,25.0,47202685,7.43,14769.857911
555,2008,3103.0,6689940.0,27.0,47710654,7.13,14769.857911
557,2008,9595.0,20372098.0,34.0,544519956,26.73,14769.857911
561,2008,14192.0,29907277.0,54.0,603970335,20.19,14769.857911
563,2008,30278.0,69586709.0,419.0,172174107,2.47,14769.857911
566,2008,18976.0,43500388.0,477.0,178965167,4.11,14769.857911
569,2008,49254.0,113087097.0,896.0,351139274,3.11,14769.857911
571,2008,5801.0,13730309.0,28.0,56330973,4.1,14769.857911
572,2008,6424.0,14056665.0,241.0,46115586,3.28,14769.857911
574,2008,15663.0,34619955.0,446.0,90258464,2.61,14769.857911
576,2008,11981.0,27611917.0,216.0,69473742,2.52,14769.857911
578,2008,6925.0,15013053.0,253.0,50848966,3.39,14769.857911
580,2008,18906.0,42624970.0,469.0,120322708,2.82,14769.857911
582,2008,2748.0,6565035.0,8.0,12281035,1.87,14769.857911
584,2008,1522.0,3564803.0,51.0,8330344,2.34,14769.857911
586,2008,4270.0,10129838.0,59.0,20611379,2.03,14769.857911
588,2008,5618.0,12767448.0,69.0,81469248,6.38,14769.857911
591,2008,12792.0,30468020.0,99.0,146586054,4.81,14769.857911
594,2008,14959.0,34654221.0,229.0,82543525,2.38,14769.857911
597,2008,8994.0,19679263.0,323.0,63564850,3.23,14769.857911
600,2008,23953.0,54333484.0,552.0,146108375,2.69,14769.857911
602,2008,10830.0,24648184.0,164.0,54260018,2.2,14769.857911
604,2008,6303.0,15818993.0,94.0,62395214,3.94,14769.857911
606,2008,17133.0,40467177.0,258.0,116655232,2.88,14769.857911
608,2008,4213.0,9630891.0,22.0,34109457,3.54,14769.857911
610,2008,688.0,1533735.0,21.0,7013398,4.57,14769.857911
612,2008,4901.0,11164626.0,43.0,41122855,3.68,14769.857911
614,2008,15043.0,34279075.0,186.0,88369475,2.58,14769.857911
616,2008,6991.0,17352728.0,115.0,69408612,4.0,14769.857911
618,2008,22034.0,51631803.0,301.0,157778087,3.06,14769.857911
620,2008,3364.0,7511912.0,65.0,15805509,2.1,14769.857911
622,2008,1433.0,3301925.0,49.0,8906897,2.7,14769.857911
624,2008,4797.0,10813837.0,114.0,24712406,2.29,14769.857911
628,2008,4455.0,10176334.0,77.0,68834499,6.76,14769.857911
631,2008,10256.0,23906643.0,105.0,125165472,5.24,14769.857911
634,2008,8899.0,20558022.0,116.0,69123912,3.36,14769.857911
637,2008,4118.0,8799514.0,264.0,21002138,2.39,14769.857911
640,2008,13017.0,29357536.0,380.0,90126050,3.07,14769.857911
641,2008,136.0,314943.0,2.0,753138,2.39,14769.857911
643,2008,265.0,586473.0,19.0,2106827,3.59,14769.857911
645,2008,401.0,901416.0,21.0,2859965,3.17,14769.857911
647,2008,18543.0,42105930.0,253.0,104928122,2.49,14769.857911
649,2008,8689.0,21241126.0,183.0,80422336,3.79,14769.857911
651,2008,27232.0,63347056.0,436.0,185350458,2.93,14769.857911
653,2008,985.0,1911396.0,4.0,29627097,15.5,14769.857911
655,2008,985.0,1911396.0,4.0,29627097,15.5,14769.857911
657,2008,12.0,26914.0,2.0,247049,9.18,14769.857911
659,2008,12.0,26914.0,2.0,247049,9.18,14769.857911
661,2008,59.0,108903.0,2.0,229246,2.11,14769.857911
663,2008,59.0,108903.0,2.0,229246,2.11,14769.857911
664,2008,8220.0,18543699.0,266.0,65413644,3.53,14769.857911
667,2008,5535.0,13046110.0,51.0,53318403,4.09,14769.857911
670,2008,2685.0,5497589.0,215.0,12095241,2.2,14769.857911
673,2008,8220.0,18543699.0,266.0,65413644,3.53,14769.857911
674,2008,1056.0,2047213.0,8.0,30103392,14.7,14769.857911
677,2008,1056.0,2047213.0,8.0,30103392,14.7,14769.857911
679,2008,1507.0,3412046.0,11.0,17053000,5.0,14769.857911
681,2008,1242.0,2664743.0,37.0,9197924,3.45,14769.857911
683,2008,2749.0,6076789.0,48.0,26250924,4.32,14769.857911
685,2008,1387.0,3596829.0,6.0,12223086,3.4,14769.857911
687,2008,1696.0,4366090.0,24.0,23670026,5.42,14769.857911
689,2008,3083.0,7962919.0,30.0,35893112,4.51,14769.857911
691,2008,2907.0,6721434.0,11.0,27054887,4.03,14769.857911
693,2008,461.0,1098288.0,8.0,5863157,5.34,14769.857911
695,2008,3368.0,7819722.0,19.0,32918044,4.21,14769.857911
697,2008,5801.0,13730309.0,28.0,56330973,4.1,14769.857911
699,2008,3399.0,8129121.0,69.0,38731107,4.76,14769.857911
701,2008,9200.0,21859430.0,97.0,95062080,4.35,14769.857911
703,2008,5331.0,12662517.0,38.0,53077054,4.19,14769.857911
705,2008,1960.0,4018352.0,162.0,10636051,2.65,14769.857911
707,2008,7291.0,16680869.0,200.0,63713105,3.82,14769.857911
710,2008,6815.0,14585150.0,17.0,495964174,34.0,14769.857911
712,2008,6837.0,14625116.0,17.0,495964174,33.91,14769.857911
714,2008,7034.0,17362102.0,28.0,64608837,3.72,14769.857911
716,2008,2655.0,6415978.0,44.0,34266563,5.34,14769.857911
718,2008,9689.0,23778080.0,72.0,98875400,4.16,14769.857911
720,2008,2748.0,6565035.0,8.0,12281035,1.87,14769.857911
722,2008,1522.0,3564803.0,51.0,8330344,2.34,14769.857911
724,2008,4270.0,10129838.0,59.0,20611379,2.03,14769.857911
730,2008,49575.0,113410219.0,583.0,357079371,3.15,14769.857911
735,2008,37144.0,82848334.0,852.0,813321760,9.82,14769.857911
738,2008,140.0,207721.0,23.0,1407538,6.78,14769.857911
743,2008,86859.0,196466274.0,1458.0,1171808669,5.96,14769.857911
744,2008,166.0,333729.0,1.0,2841512,8.51,14769.857911
746,2008,166.0,333729.0,1.0,2841512,8.51,14769.857911
748,2008,2742.0,7048627.0,11.0,25330864,3.59,14769.857911
750,2008,501.0,956388.0,12.0,4733380,4.95,14769.857911
752,2008,3243.0,8005015.0,23.0,30064244,3.76,14769.857911
754,2008,9239.0,20563290.0,205.0,44142878,2.15,14769.857911
758,2008,4737.0,9873649.0,22.0,59958348,6.07,14769.857911
762,2008,13377.0,28301235.0,62.0,618508226,21.85,14769.857911
766,2008,18114.0,38174884.0,84.0,678466574,17.77,14769.857911
769,2008,44838.0,103536570.0,561.0,297121023,2.87,14769.857911
773,2008,23767.0,54547099.0,790.0,194813534,3.57,14769.857911
777,2008,68605.0,158083669.0,1351.0,491934557,3.11,14769.857911
780,2008,4597.0,9535179.0,20.0,59450379,6.23,14769.857911
784,2008,204.0,383593.0,13.0,241349,0.63,14769.857911
786,2008,725.0,1479237.0,53.0,1459190,0.99,14769.857911
788,2008,929.0,1862830.0,66.0,1700539,0.91,14769.857911
791,2008,5535.0,13046110.0,51.0,53318403,4.09,14769.857911
794,2008,2685.0,5497589.0,215.0,12095241,2.2,14769.857911
796,2007,3035.0,6577780.0,29.0,51007413,7.75,14474.226905
798,2007,3668.0,7796897.0,16.0,51446169,6.6,14474.226905
800,2007,497.0,1049692.0,3.0,8368352,7.97,14474.226905
803,2007,4165.0,8846589.0,19.0,59814521,6.76,14474.226905
806,2007,4329.0,9159038.0,21.0,61683308,6.73,14474.226905
810,2007,10161.0,21283623.0,37.0,559328507,26.28,14474.226905
814,2007,14490.0,30442661.0,58.0,621011815,20.4,14474.226905
816,2007,7433.0,17778879.0,34.0,62519067,3.52,14474.226905
819,2007,5392.0,12442452.0,66.0,84148539,6.76,14474.226905
822,2007,12825.0,30221331.0,100.0,146667606,4.85,14474.226905
823,2007,21579.0,49087179.0,484.0,140807322,2.87,14474.226905
825,2007,975.0,1885656.0,4.0,29606266,15.7,14474.226905
827,2007,14.0,33919.0,2.0,236107,6.96,14474.226905
829,2007,14.0,33919.0,2.0,236107,6.96,14474.226905
831,2007,9552.0,21177122.0,145.0,48776944,2.3,14474.226905
833,2007,5957.0,14704839.0,94.0,62483315,4.25,14474.226905
835,2007,15509.0,35881961.0,239.0,111260259,3.1,14474.226905
837,2007,3889.0,8902822.0,23.0,36075570,4.05,14474.226905
839,2007,651.0,1440891.0,20.0,6143686,4.26,14474.226905
841,2007,4540.0,10343713.0,43.0,42219256,4.08,14474.226905
843,2007,13441.0,30079944.0,168.0,84852514,2.82,14474.226905
845,2007,6608.0,16145730.0,114.0,68627001,4.25,14474.226905
847,2007,20049.0,46225674.0,282.0,153479515,3.32,14474.226905
849,2007,3363.0,6993693.0,71.0,15730585,2.25,14474.226905
851,2007,1400.0,3251827.0,47.0,9615498,2.96,14474.226905
853,2007,4763.0,10245520.0,118.0,25346083,2.47,14474.226905
855,2007,131.0,292043.0,2.0,610696,2.09,14474.226905
857,2007,244.0,529267.0,17.0,1690489,3.19,14474.226905
859,2007,375.0,821310.0,19.0,2301185,2.8,14474.226905
861,2007,16935.0,37365680.0,241.0,101193795,2.71,14474.226905
863,2007,8252.0,19926824.0,178.0,79932988,4.01,14474.226905
865,2007,25187.0,57292504.0,419.0,181126783,3.16,14474.226905
867,2007,975.0,1885656.0,4.0,29606266,15.7,14474.226905
869,2007,204.0,435957.0,1.0,2821835,6.47,14474.226905
871,2007,3856.0,8683153.0,49.0,19327303,2.23,14474.226905
874,2007,10707.0,24701219.0,88.0,106023031,4.29,14474.226905
877,2007,4353.0,9461725.0,295.0,26120835,2.76,14474.226905
880,2007,15060.0,34162944.0,383.0,132143866,3.87,14474.226905
882,2007,21793.0,48017324.0,412.0,110102542,2.29,14474.226905
884,2007,13149.0,31045727.0,356.0,116226704,3.74,14474.226905
886,2007,34942.0,79063051.0,768.0,226329246,2.86,14474.226905
889,2007,34961.0,78238573.0,508.0,227587559,2.91,14474.226905
892,2007,18897.0,43670575.0,692.0,150212856,3.44,14474.226905
895,2007,53858.0,121909148.0,1200.0,377800415,3.1,14474.226905
897,2007,99.0,227007.0,1.0,1323560,5.83,14474.226905
899,2007,99.0,227007.0,1.0,1323560,5.83,14474.226905
901,2007,99.0,227007.0,1.0,1323560,5.83,14474.226905
903,2007,99.0,227007.0,1.0,1323560,5.83,14474.226905
907,2007,46723.0,105176490.0,563.0,351789934,3.34,14474.226905
912,2007,34450.0,77396650.0,795.0,793689902,10.25,14474.226905
915,2007,105.0,200282.0,16.0,1155509,5.77,14474.226905
920,2007,81278.0,182773422.0,1374.0,1146635345,6.27,14474.226905
923,2007,4498.0,9549030.0,24.0,62277876,6.52,14474.226905
927,2007,12850.0,27116589.0,62.0,606196086,22.36,14474.226905
931,2007,17348.0,36665619.0,86.0,668473962,18.23,14474.226905
934,2007,42225.0,95627460.0,539.0,289512058,3.03,14474.226905
938,2007,21600.0,50280061.0,733.0,187493816,3.73,14474.226905
942,2007,63825.0,145907521.0,1272.0,477005874,3.27,14474.226905
945,2007,4329.0,9159038.0,21.0,61683308,6.73,14474.226905
949,2007,9186.0,19397967.0,33.0,529722241,27.31,14474.226905
953,2007,13515.0,28557005.0,54.0,591405549,20.71,14474.226905
955,2007,27565.0,62482773.0,387.0,167627986,2.68,14474.226905
958,2007,17217.0,39711018.0,422.0,175765640,4.43,14474.226905
961,2007,44782.0,102193791.0,809.0,343393626,3.36,14474.226905
963,2007,6260.0,14350664.0,34.0,53203906,3.71,14474.226905
966,2007,4204.0,9797122.0,79.0,67082633,6.85,14474.226905
969,2007,10464.0,24147786.0,113.0,120286539,4.98,14474.226905
972,2007,8569.0,19184015.0,121.0,69274734,3.61,14474.226905
975,2007,3843.0,8490543.0,261.0,21119388,2.49,14474.226905
978,2007,12412.0,27674558.0,382.0,90394122,3.27,14474.226905
980,2007,6399.0,13581816.0,17.0,479496300,35.3,14474.226905
982,2007,6399.0,13581816.0,17.0,479496300,35.3,14474.226905
984,2007,65.0,129411.0,2.0,420436,3.25,14474.226905
986,2007,65.0,129411.0,2.0,420436,3.25,14474.226905
989,2007,458.0,1138497.0,7.0,5638023,4.95,14474.226905
992,2007,1054.0,2048986.0,8.0,30262809,14.77,14474.226905
995,2007,1054.0,2048986.0,8.0,30262809,14.77,14474.226905
997,2007,1481.0,3316032.0,13.0,15792616,4.76,14474.226905
999,2007,1015.0,2252851.0,44.0,6782770,3.01,14474.226905
1001,2007,2496.0,5568883.0,57.0,22575386,4.05,14474.226905
1003,2007,1291.0,3334719.0,7.0,10604068,3.18,14474.226905
1005,2007,1677.0,4356788.0,20.0,24399031,5.6,14474.226905
1007,2007,2968.0,7691507.0,27.0,35003099,4.55,14474.226905
1009,2007,3488.0,7699913.0,14.0,26807222,3.48,14474.226905
1011,2007,7264.0,17388887.0,31.0,61924499,3.56,14474.226905
1013,2007,2526.0,6254664.0,40.0,33735694,5.39,14474.226905
1015,2007,9790.0,23643551.0,71.0,95660193,4.05,14474.226905
1017,2007,2461.0,5520030.0,8.0,11461986,2.08,14474.226905
1019,2007,1395.0,3163123.0,41.0,7865317,2.49,14474.226905
1021,2007,430.0,1008236.0,1.0,7982584,7.92,14474.226905
1024,2007,4329.0,9159038.0,21.0,61683308,6.73,14474.226905
1028,2007,9087.0,19170960.0,32.0,528398681,27.56,14474.226905
1032,2007,13416.0,28329998.0,53.0,590081989,20.83,14474.226905
1034,2007,2216.0,4755586.0,11.0,41948406,8.82,14474.226905
1036,2007,2216.0,4755586.0,11.0,41948406,8.82,14474.226905
1038,2007,84.0,194021.0,2.0,514288,2.65,14474.226905
1040,2007,153.0,398144.0,7.0,1133647,2.85,14474.226905
1042,2007,237.0,592165.0,9.0,1647935,2.78,14474.226905
1044,2007,239.0,514454.0,2.0,3126586,6.08,14474.226905
1046,2007,239.0,514454.0,2.0,3126586,6.08,14474.226905
1048,2007,85.0,195971.0,1.0,80280,0.41,14474.226905
1050,2007,2.0,1452.0,1.0,2397,1.65,14474.226905
1052,2007,87.0,197423.0,2.0,82677,0.42,14474.226905
1054,2007,169.0,389992.0,3.0,594568,1.52,14474.226905
1057,2007,2610.0,5669636.0,21.0,46211036,8.15,14474.226905
1060,2007,2779.0,6059628.0,24.0,46805604,7.72,14474.226905
1062,2007,220.0,463456.0,5.0,891648,1.92,14474.226905
1064,2007,346.0,799417.0,12.0,1762803,2.21,14474.226905
1066,2007,566.0,1262873.0,17.0,2654451,2.1,14474.226905
1068,2007,177.0,354822.0,1.0,3545266,9.99,14474.226905
1070,2007,177.0,354822.0,1.0,3545266,9.99,14474.226905
1072,2007,2485.0,6354255.0,10.0,24513209,3.86,14474.226905
1074,2007,395.0,765427.0,13.0,3698640,4.83,14474.226905
1076,2007,2880.0,7119682.0,23.0,28211849,3.96,14474.226905
1078,2007,8661.0,19389852.0,191.0,44703365,2.31,14474.226905
1080,2007,5445.0,12290395.0,203.0,42365088,3.45,14474.226905
1082,2007,14106.0,31680247.0,394.0,87068453,2.75,14474.226905
1084,2007,11146.0,25744107.0,201.0,69216574,2.69,14474.226905
1086,2007,5840.0,13055822.0,216.0,46063728,3.53,14474.226905
1088,2007,16986.0,38799929.0,417.0,115280302,2.97,14474.226905
1090,2007,7649.0,17429038.0,264.0,65048039,3.73,14474.226905
1093,2007,5206.0,12190322.0,50.0,53544149,4.39,14474.226905
1095,2007,3946.0,8838410.0,21.0,32445245,3.67,14474.226905
1097,2007,6260.0,14350664.0,34.0,53203906,3.71,14474.226905
1099,2007,3150.0,7748136.0,71.0,36819824,4.75,14474.226905
1101,2007,9410.0,22098800.0,105.0,90023730,4.07,14474.226905
1103,2007,5014.0,11858981.0,35.0,53320393,4.5,14474.226905
1105,2007,1725.0,3808794.0,157.0,10163652,2.67,14474.226905
1107,2007,6739.0,15667775.0,192.0,63484045,4.05,14474.226905
1109,2007,192.0,331341.0,15.0,223756,0.68,14474.226905
1111,2007,718.0,1429922.0,57.0,1340238,0.94,14474.226905
1113,2007,910.0,1761263.0,72.0,1563994,0.89,14474.226905
1116,2007,5206.0,12190322.0,50.0,53544149,4.39,14474.226905
1119,2007,2443.0,5238716.0,214.0,11503890,2.2,14474.226905
1123,2007,2443.0,5238716.0,214.0,11503890,2.2,14474.226905
1126,2007,7649.0,17429038.0,264.0,65048039,3.73,14474.226905
1127,2007,2458.0,5513231.0,8.0,11461986,2.08,14474.226905
1129,2007,1392.0,3156324.0,41.0,7865317,2.49,14474.226905
1131,2007,3850.0,8669555.0,49.0,19327303,2.23,14474.226905
1133,2007,13824.0,31720794.0,214.0,81570208,2.57,14474.226905
1136,2007,7755.0,17366385.0,270.0,59237114,3.41,14474.226905
1140,2007,6179.0,13185017.0,19.0,450746424,34.19,14474.226905
1143,2007,6383.0,13620974.0,20.0,453568259,33.3,14474.226905
1145,2007,2006.0,4180124.0,10.0,24306581,5.81,14474.226905
1148,2007,2012.0,4194439.0,10.0,24306581,5.79,14474.226905
1150,2007,374.0,757266.0,1.0,6898040,9.11,14474.226905
1153,2007,982.0,1951111.0,3.0,17552789,9.0,14474.226905
1156,2007,1356.0,2708377.0,4.0,24450829,9.03,14474.226905
1158,2007,16.0,32370.0,1.0,47165,1.46,14474.226905
1161,2007,970.0,1921975.0,5.0,43342668,22.55,14474.226905
1164,2007,986.0,1954345.0,6.0,43389833,22.2,14474.226905
1166,2007,1729.0,3753321.0,8.0,27609687,7.36,14474.226905
1169,2007,520.0,1090306.0,4.0,8774216,8.05,14474.226905
1172,2007,2249.0,4843627.0,12.0,36383903,7.51,14474.226905
1174,2007,430.0,1008236.0,1.0,7982584,7.92,14474.226905
1178,2007,661.0,1362141.0,5.0,10237139,7.52,14474.226905
1182,2007,3265.0,6652115.0,17.0,71463855,10.74,14474.226905
1186,2007,3926.0,8014256.0,22.0,81700994,10.19,14474.226905
1188,2007,169.0,389992.0,3.0,594568,1.52,14474.226905
1191,2007,2866.0,6187788.0,26.0,50412845,8.15,14474.226905
1194,2006,9248.0,21769839.0,102.0,90569909,4.16,13815.586948
1196,2006,2793.0,6054649.0,28.0,55818649,9.22,13815.586948
1200,2006,3907.0,8081827.0,18.0,77480193,9.59,13815.586948
1204,2006,4516.0,9473808.0,22.0,85801661,9.06,13815.586948
1206,2006,114.0,284016.0,3.0,481652,1.7,13815.586948
1211,2006,3657.0,7541453.0,19.0,52188527,6.92,13815.586948
1214,2006,525.0,1100357.0,4.0,9256986,8.41,13815.586948
1217,2006,4182.0,8641810.0,23.0,61445513,7.11,13815.586948
